Month,"Electricity Net Generation From Coal, Electric Power Sector","Electricity Net Generation From Petroleum, Electric Power Sector","Electricity Net Generation From Natural Gas, Electric Power Sector","Electricity Net Generation From Other Fossil Gases, Electric Power Sector","Electricity Net Generation From Nuclear Electric Power, Electric Power Sector","Electricity Net Generation From Hydroelectric Pumped Storage, Electric Power Sector","Electricity Net Generation From Conventional Hydroelectric Power, Electric Power Sector","Electricity Net Generation From Wood, Electric Power Sector","Electricity Net Generation From Waste, Electric Power Sector","Electricity Net Generation From Geothermal, Electric Power Sector","Electricity Net Generation From Solar, Electric Power Sector","Electricity Net Generation From Wind, Electric Power Sector","Electricity Net Generation Total (including from sources not shown), Electric Power Sector"
1997-11-01,148728.808,7407.142,23992.55,126.03,51188.914,-534.935,23324.421,768.667,1548.554,1279.228,16.447,72.615,257923.603
1997-12-01,163855.678,8201.209,26565.204,130.231,55456.541,-544.151,25443.845,667.739,1617.037,1389.527,11.894,71.515,282871.604
1998-01-01,160360.115,7089.253,23759.345,196.608,57888.88,-44.501,28330.826,939.033,1375.484,1402.262,8.78,17.395,281336.98
1998-02-01,139689.849,6307.912,18713.574,177.581,50998.718,125.32,29488.745,601.593,1390.296,1113.638,6.785,8.186,248634.389
1998-03-01,147901.511,9631.865,27296.746,196.608,53711.047,-15.434,31151.956,692.759,1638.468,1388.853,49.888,6.139,273663.906
1998-04-01,135407.765,7562.351,26849.263,190.265,47502.988,-439.095,28124.049,698.205,1605.188,914.509,55.476,85.951,248569.979
1998-05-01,148792.084,10577.37,39576.722,196.608,51496.327,-731.443,32634.424,738.235,1767.256,823.407,37.715,143.252,286065.456
1998-06-01,161122.231,13468.566,50933.616,190.265,55731.853,-679.183,31794.087,383.287,1427.674,1009.301,66.85,394.967,315856.578
1998-07-01,176980.559,15100.741,61295.676,196.608,61499.085,-670.138,28174.369,724.999,1637.348,1280.061,81.018,547.429,346861.255
1998-08-01,176421.013,14468.937,62241.478,196.608,60368.984,-707.132,24686.119,771.001,1640.753,1377.533,72.837,421.571,341973.2
1998-09-01,158732.176,11692.334,52481.099,190.265,57205.864,-273.845,20474.207,751.914,1578.805,1352.908,51.884,475.803,304726.476
1998-10-01,147849.329,8141.602,34765.459,196.608,57429.377,-504.304,18565.227,836.378,1738.427,1493.723,37.516,298.784,270861.624
1998-11-01,141174.369,8211.209,24971.717,190.265,57372.39,-531.517,19681.952,655.134,1429.015,1330.988,20.155,181.112,254699.853
1998-12-01,155762.305,9958.95,26407.884,196.608,62496.591,3.991,24760.66,815.591,2004.462,1286.734,13.57,445.106,284165.95
1999-01-01,163017.163,12577.741,27518.612,136.45,65689.472,-558.863,29070.39,913.072,1471.922,1323.272,7.667,337.019,301515.718
1999-02-01,139944.645,9994.242,23333.051,123.245,57489.279,-362.803,28255.888,637.686,1560.279,1066.11,14.029,308.918,262375.227
1999-03-01,148914.579,10683.528,31705.667,136.45,58838.125,-383.865,31590.462,508.323,1591.933,1254.848,38.334,446.692,285336.877
1999-04-01,140376.421,9008.366,38815.715,132.048,48529.139,-470.855,26921.795,746.748,1740.378,1055.693,54.81,373.317,267294.994
1999-05-01,146738.455,9317.124,41299.393,136.45,56056.776,-684.81,28554.204,987.086,1842.318,1309.989,63.292,275.548,285907.624
1999-06-01,159879.779,10274.429,49195.929,132.048,62300.248,-569.075,30100.784,682.938,1770.407,1212.609,66.065,253.887,315311.468
1999-07-01,181287.756,14840.022,65082.512,136.45,66814.583,-606.2,29233.124,866.406,1664.694,1223.695,66.555,456.059,361077.456
1999-08-01,175317.462,12320.725,63945.144,136.45,68142.717,-760.631,25333.959,825.398,1563.216,1249.497,54.647,382.294,348522.676
1999-09-01,156297.977,7722.669,42500.647,132.048,60935.054,-414.793,20573.213,735.917,1600.581,1255.613,38.008,377.415,291765.768
1999-10-01,148843.457,6446.206,36918.665,136.45,55343.056,-462.683,19599.3,604.406,1590.189,1301.961,48.611,418.591,270800.008
1999-11-01,142367.465,4413.309,26158.826,132.048,60552.304,-442.143,20840.674,804.298,1573.385,1235.067,25.121,354.192,258025.967
1999-12-01,155632.564,3940.767,26521.795,136.45,67563.373,-380.178,24589.265,648.426,1523.749,1338.658,17.944,504.066,282048.678
2000-01-01,176226.539,6953.378,32342.739,171.767,70762.352,-524.814,24952.98,555.786,1656.967,1272.318,9.119,645.286,315034.994
2000-02-01,157450.381,4640.703,28803.653,160.685,64178.502,-448,22137.989,745.571,1719.457,1173.817,21.147,705.904,281299.705
2000-03-01,154990.249,4333.731,35966.894,171.767,62736.512,-596.22,26292.566,781.988,1959.683,1186.479,27.356,350.019,288211.601
2000-04-01,140225.117,4531.761,37303.423,166.226,58259.145,-382.332,28051.827,741.701,1952.655,1242.898,36.862,330.074,272469.594
2000-05-01,153663.907,8370.158,51929.914,171.767,63975.913,-485.562,26999.355,706.367,2096.521,1190.11,54.712,408.095,309091.833
2000-06-01,166892.895,10777.186,52073.745,166.226,67298.55,-558.728,24798.005,616.706,1687.053,1164.041,58.204,447.007,325431.127
2000-07-01,172583.076,10206.685,62497.457,171.767,68971.667,-276.34,23759.607,753.501,1763.899,1199.699,82.456,379.937,342103.987
2000-08-01,179400.573,12662.874,68384.587,171.767,67226.15,-354.414,21643.161,775.0,1688.803,1201.654,66.352,376.417,353253.501
2000-09-01,160113.33,10913.14,48759.429,166.226,58266.574,-636.243,17527.015,700.957,1612.272,1008.004,61.696,332.42,298835.056
2000-10-01,157145.875,8391.103,36868.713,171.767,52469.741,-395.512,16921.949,849.373,1738.687,1087.326,40.161,411.419,275711.179
2000-11-01,153697.147,7161.977,30880.84,166.226,56471.424,-350.494,18866.338,830.446,1601.819,1146.445,19.983,823.033,271325.421
2000-12-01,170722.202,16249.427,32166.607,171.767,63276.41,-530.2,19386.899,858.678,829.269,1220.367,15.327,383.652,304760.982
2001-01-01,175303.443,17395.982,35260.74,40.311,68707.077,-588.626,18611.423,756.608,1074.466,1229.325,6.5,389.25,318736.349
2001-02-01,148059.242,9816.608,31636.081,42.181,61272.407,-706.956,17231.563,625.396,982.758,1073.044,12.568,431.242,270971.381
2001-03-01,153452.065,11206.697,37452.992,45.323,62140.712,-773.345,20132.657,678.018,1068.246,1190.023,31.498,532.12,287699.975
2001-04-01,139033.762,10415.996,39413.099,43.303,56003.026,-795.915,17722.781,615.682,1042.314,1094.991,38.759,684.695,265855.153
2001-05-01,150043.237,9933.71,44283.324,50.532,61512.445,-622.526,18875.189,658.929,1085.759,1071.38,81.053,635.029,288165.683
2001-06-01,160887.899,11412.905,50854.424,51.089,68023.098,-773.65,20429.638,755.827,1099.375,1087.828,91.143,669.634,315147.762
2001-07-01,177141.591,10587.483,65545.858,58.828,69166.04,-870.786,17832.011,748.126,1151.474,1178.533,91.994,634.992,343833.921
2001-08-01,181052.501,13770.52,70693.358,57.18,68389.496,-714.613,18592.898,767.238,1153.697,1167.238,85.299,577.206,356152.439
2001-09-01,152449.852,6925.826,53011.705,47.394,63378.451,-928.405,15009.421,701.535,1063.869,1139.01,64.803,490.229,293881.677
2001-10-01,147218.337,6081.118,49147.153,44.011,60460.967,-615.247,15024.444,630.715,1077.336,1161.727,20.813,606.829,281390.749
2001-11-01,142472.721,5520.169,37493.802,46.01,62341.711,-810.802,15211.317,654.746,1047.722,1157.17,14.289,470.448,266155.371
2001-12-01,155711.485,6081.876,40147.146,59.629,67430.878,-622.574,19075.95,700.976,1097.414,1190.232,4.036,615.657,292062.57
2002-01-01,162520.952,6264.842,40827.445,201.305,70925.863,-750.105,21498.33,805.323,1084.051,1287.483,11.32,811.402,306171.074
2002-02-01,141429.883,5300.406,37533.119,106.794,61658.274,-586.188,19911.735,652.446,954.592,1132.195,23.565,713.931,269476.163
2002-03-01,149724.027,7826.112,43875.369,160.472,63040.647,-684.133,20731.744,776.018,1093.628,1244.968,44.397,852.102,289322.378
2002-04-01,140497.99,7463.229,42700.533,130.859,58437.062,-584.772,23929.248,660.789,1018.014,1114.735,45.858,1024.417,277126.362
2002-05-01,149646.226,7766.518,43200.381,128.366,63032.192,-538.788,26375.039,701.791,1089.455,1215.874,57.64,1077.641,294517.218
2002-06-01,162736.26,7427.938,58686.294,140.379,66371.896,-863.077,27957.118,748.668,1140.337,1150.799,95.543,1126.316,327552.617
2002-07-01,181001.267,9503.932,76390.914,197.847,70420.827,-997.855,25196.104,800.944,1203.936,1262.246,85.537,890.455,366979.526
2002-08-01,177961.921,9349.812,76935.97,201.698,70777.688,-934.63,20805.83,779.345,1211.007,1227.097,74.925,976.691,360350.959
2002-09-01,163497.093,7702.867,61381.09,181.046,64480.79,-776.518,16838.834,807.506,1112.876,1195.081,52.608,735.829,317976.124
2002-10-01,157194.815,7690.444,47931.718,170.689,60493.052,-680.998,16827.692,738.549,1061.666,1235.076,30.956,734.355,294096.127
2002-11-01,154171.746,5816.874,38736.618,164.627,61520.324,-666.344,19281.652,755.575,1047.148,1189.365,28.175,655.947,283373.892
2002-12-01,170230.632,7620.294,39483.793,185.769,68905.472,-679.52,21138.061,782.372,1128.311,1236.391,4.307,755.194,311515.511
2003-01-01,179356.205,12090.287,42546.203,265.779,69211.084,-802.368,20238.755,862.923,1156.081,1257.64,13.217,632.339,327445.552
2003-02-01,155283.289,10312.614,37040.553,237.334,60941.869,-758.887,19473.938,762.737,1012.687,1130.352,17.83,745.375,286699.229
2003-03-01,153322.956,9746.795,39959.137,228.992,59933.261,-777.512,23830.133,784.222,1163.717,1212.859,50.027,1036.104,291086.055
2003-04-01,140368.836,8152.092,38725.144,243.336,56775.591,-545.625,24512.34,729.953,1139.688,1166.455,60.309,1092.766,273016.143
2003-05-01,148573.997,7602.584,42536.347,251.206,62201.96,-596.848,29002.86,669.488,1144.658,1168.695,67.962,1006.383,294240.978
2003-06-01,160558.842,10512.538,47554.342,204.767,64180.727,-762.338,28217.145,743.069,1131.965,1222.791,90.682,1047.145,315306.203
2003-07-01,180005.823,11681.525,69623.298,212.116,69652.754,-745.14,24472.351,883.362,1227.622,1227.969,62.407,953.396,360115.67
2003-08-01,183469.256,11984.963,75772.889,203.357,69023.878,-805.987,22596.952,887.649,1211.507,1219.447,61.992,815.429,367420.217
2003-09-01,163243.213,8222.075,52177.603,204.509,63583.645,-769.142,18143.748,800.459,1141.535,1203.498,55.857,895.054,309751.465
2003-10-01,157577.568,8118.788,45022.385,180.906,60016.207,-615.06,18092.996,787.885,1112.056,1195.451,35.436,897.161,293288.828
2003-11-01,156536.197,6080.397,38942.101,209.829,59600.02,-695.409,19362.887,793.737,1127.186,1151.237,14.031,961.433,284902.426
2003-12-01,174417.644,9192.542,37403.387,204.963,68611.699,-660.749,23567.553,822.193,1238.93,1267.837,4.251,1104.881,317886.508
2004-01-01,178714.851,14534.853,41225.862,250.52,70806.16,-768.241,22650.527,845.834,1066.624,1294.777,12.61,999.445,332296.45
2004-02-01,159782.9,8801.184,43660.996,276.58,64101.949,-691.561,20626.488,800.335,1031.327,1214.123,10.862,1021.569,301278.003
2004-03-01,152551.421,9200.141,43021.771,286.939,63285.116,-653.318,22628.665,810.511,1097.365,1241.004,52.929,1291.224,295507.578
2004-04-01,139830.581,8566.97,45313.735,310.721,58620.255,-668.89,20670.046,696.376,1085.269,1161.384,56.902,1294.857,277603.289
2004-05-01,155287.538,9755.293,54948.335,322.218,64917.412,-688.911,23810.747,719.82,1138.474,1207.536,81.776,1701.651,313916.053
2004-06-01,165842.103,10328.212,57732.388,308.112,67734.073,-718.404,25051.758,736.521,1100.804,1224.702,87.876,1397.206,331530.503
2004-07-01,179599.998,11540.972,71760.175,325.238,71975.04,-693.449,23112.612,896.748,1116.936,1277.531,82.103,1164.37,362932.0
2004-08-01,176372.529,10585.18,70521.528,292.727,71068.483,-817.999,21364.174,888.565,1115.192,1257.163,72.846,1050.719,354508.524
2004-09-01,162593.099,8266.733,60912.066,313.824,65932.057,-769.637,20206.461,819.031,1060.636,1188.383,60.632,1089.615,322329.232
2004-10-01,155903.778,7270.965,50715.801,285.772,62530.352,-703.186,18564.343,821.072,1072.483,1276.349,33.521,1028.873,299475.998
2004-11-01,155766.731,6427.659,43152.602,305.557,58940.863,-664.846,20580.649,784.625,1075.963,1212.013,15.342,932.203,289207.933
2004-12-01,174942.182,9400.145,44206.362,290.024,68616.627,-649.768,25797.379,916.965,1100.714,1256.009,7.758,1172.009,327774.834
2005-01-01,175247.522,11527.956,44878.568,302.052,69828.239,-725.387,23922.186,896.123,1069.189,1252.144,8.668,1131.569,329895.647
2005-02-01,154168.211,6845.047,38991.53,300.455,60946.934,-345.608,21331.317,835.301,946.057,1063.014,13.082,966.482,286565.978
2005-03-01,161863.022,7872.84,45469.895,378.351,61538.53,-496.889,22632.35,906.814,1080.622,1204.252,38.157,1560.626,304624.161
2005-04-01,141460.358,6485.738,45942.591,328.152,55484.01,-337.538,22771.14,716.688,1040.87,1187.134,58.263,1697.504,277402.053
2005-05-01,152345.331,6322.758,48412.051,327.788,62970.464,-466.254,27003.462,787.425,1144.72,1264.308,81.153,1746.43,302523.265
2005-06-01,173147.214,10359.585,68531.965,300.763,66144.275,-414.615,26480.081,857.679,1118.968,1248.056,88.476,1796.924,350246.49
2005-07-01,184212.948,12490.993,88976.827,298.774,71070.011,-624.662,25662.08,980.03,1168.419,1272.697,72.329,1420.942,387629.704
2005-08-01,185729.956,14027.617,92876.74,288.917,71381.55,-623.097,21342.963,995.073,1138.054,1253.785,75.845,1138.032,390257.782
2005-09-01,169922.065,11857.298,67093.384,290.055,66738.979,-680.144,17143.174,918.48,1074.053,1222.659,61.108,1468.347,337681.474
2005-10-01,160731.395,9728.024,50865.467,311.686,61235.597,-611.21,17781.249,858.296,1020.758,1247.204,37.665,1446.19,305200.52
2005-11-01,157091.052,6445.689,43987.558,304.693,62912.709,-554.21,19124.366,861.102,1095.724,1219.61,12.755,1609.691,294691.132
2005-12-01,176134.804,12518.307,47802.35,345.469,71735.067,-678.175,21845.408,956.876,1133.649,1256.88,2.793,1827.814,335473.688
2006-01-01,167478.176,5689.891,36949.147,343.103,71911.532,-532.829,27067.062,924.575,1192.601,1229.567,12.935,2382.633,315253.774
2006-02-01,157015.046,4525.106,41293.567,302.383,62615.654,-446.518,24469.271,862.242,1094.457,1110.817,19.533,1921.958,295332.874
2006-03-01,159588.963,3622.57,48452.683,348.749,63720.849,-435.173,24402.03,898.876,1186.85,1261.29,33.404,2358.632,306041.06
2006-04-01,139729.958,4348.614,50049.901,343.651,57567.204,-587.331,28360.99,685.351,1053.356,1129.089,52.074,2471.762,285788.326
2006-05-01,155290.028,4075.0,58634.869,414.466,62775.701,-444.378,30627.686,759.437,1170.82,1095.602,70.735,2458.683,317522.038
2006-06-01,167906.785,5427.764,74183.973,374.524,68391.472,-423.163,29571.103,841.141,1154.57,1199.177,69.702,2051.766,351360.363
2006-07-01,185951.209,6648.414,100468.983,378.48,72186.494,-637.767,25216.498,919.135,1216.424,1261.352,61.656,1955.064,396262.703
2006-08-01,187576.335,7970.018,98905.403,411.917,72016.095,-694.881,21545.687,975.727,1209.891,1288.959,82.993,1655.187,393588.836
2006-09-01,159899.187,4289.518,65915.722,334.578,66642.327,-628.94,16996.491,870.789,1134.446,1219.458,53.99,1879.144,319180.626
2006-10-01,159674.126,4595.537,63532.326,330.61,57509.306,-506.995,16773.581,850.077,1150.172,1275.227,32.283,2442.13,308218.134
2006-11-01,157817.29,4393.661,46949.934,331.083,61392.321,-552.544,19903.375,852.275,1173.183,1207.438,15.686,2540.489,296571.461
2006-12-01,171810.042,4122.143,49080.366,339.983,70489.681,-667.323,21320.148,901.857,1190.661,1290.052,2.713,2471.69,322956.851
2007-01-01,174252.799,5573.683,53808.57,375.015,74006.184,-571.563,25853.423,1144.975,1184.001,1295.617,12.842,2452.315,339968.334
2007-02-01,162199.173,8427.406,51626.42,312.291,65224.794,-446.964,18419.99,844.965,1037.379,1122.49,19.244,2519.793,311810.434
2007-03-01,158273.044,4988.035,50025.564,344.549,64305.153,-458.17,23969.348,838.875,1181.665,1204.13,48.488,3047.092,308330.666
2007-04-01,144798.894,4673.213,54126.274,314.896,57301.424,-373.845,23694.39,727.135,1081.385,1157.975,54.464,3171.703,291254.202
2007-05-01,155991.34,4474.645,59991.154,315.916,65024.555,-546.955,25867.369,792.926,1164.936,1154.708,84.192,2952.341,317825.644
2007-06-01,171993.816,5417.058,74887.707,330.828,68923.074,-522.707,22690.273,887.723,1209.221,1238.178,84.458,2620.416,350338.575
2007-07-01,183483.472,5141.653,90156.891,338.932,72738.535,-594.694,22387.101,938.727,1248.217,1250.382,85.793,2158.372,379914.11
2007-08-01,188516.118,6815.204,113394.841,340.802,72750.91,-650.678,19864.682,962.285,1253.263,1254.578,75.163,2699.365,407865.177
2007-09-01,167888.405,4650.261,81510.923,321.515,67578.578,-743.432,14665.919,905.698,1219.704,1217.726,68.212,2866.722,342712.535
2007-10-01,160696.139,4446.107,71320.587,378.881,61689.542,-760.235,14696.096,868.053,1227.616,1264.546,49.233,3376.54,319829.8
2007-11-01,157935.6,2835.109,54031.424,331.722,64899.278,-661.727,15554.257,881.84,1225.121,1210.973,24.302,3095.036,301907.425
2007-12-01,172361.497,3863.941,59871.551,336.784,71982.726,-565.382,18179.868,918.085,1261.796,1265.909,5.402,3490.232,333586.346
2008-01-01,181336.696,4145.073,65196.676,293.022,70734.57,-745.514,20611.016,959.886,1228.848,1208.838,16.288,4273.185,349836.222
2008-02-01,165343.004,3376.785,53459.813,247.146,65130.385,-451.129,18626.748,872.198,1168.911,1086.683,35.838,3851.749,313291.799
2008-03-01,159283.729,2855.927,55499.442,274.09,64716.468,-552.974,21484.681,884.995,1285.34,1250.801,74.593,4782.02,312409.957
2008-04-01,145586.621,3141.496,56765.074,280.431,57332.716,-131.7,22050.355,754.395,1301.5,1218.121,94.132,5225.282,294202.549
2008-05-01,153472.66,3154.704,55664.508,312.022,64825.901,-586.857,27045.787,752.642,1282.856,1258.915,98.735,5340.284,313215.568
2008-06-01,169600.094,4676.269,77684.894,324.926,70319.366,-371.618,29043.352,883.452,1308.642,1260.302,128.152,5140.376,360611.979
2008-07-01,185208.307,3904.348,92534.204,342.352,74318.27,-799.08,25428.544,987.689,1384.095,1278.754,110.868,4008.401,389317.581
2008-08-01,179081.504,3553.728,92025.284,315.727,72617.066,-647.864,21111.171,982.5,1324.935,1272.715,105.272,3264.406,375611.66
2008-09-01,159933.077,3888.301,73270.237,192.972,67053.867,-517.254,16080.543,894.18,1246.066,1233.687,92.588,3111.452,327021.476
2008-10-01,150463.61,3030.362,66623.548,221.199,62820.353,-496.943,15371.753,801.727,1286.443,1276.855,60.238,4756.401,306769.102
2008-11-01,153016.19,3104.537,55481.553,171.812,63408.145,-489.183,15545.903,910.693,1253.203,1233.292,28.845,4993.646,299221.881
2008-12-01,166512.092,4049.69,58166.278,224.004,72931.328,-497.946,20695.686,953.304,1307.881,1261.013,18.686,6615.899,332839.162
2009-01-01,170625.513,5735.916,59968.604,219.738,74102.489,-501.48,23316.494,989.683,1256.06,1288.81,7.19,5950.812,343516.097
2009-02-01,139742.743,2998.896,56163.926,212.652,64227.211,-413.424,17662.097,902.583,1178.422,1167.779,30.442,5852.151,290220.812
2009-03-01,134313.758,3076.896,61836.789,239.753,67240.567,-314.985,21623.957,862.381,1343.15,1300.335,78.103,7099.043,299257.154
2009-04-01,124802.774,2557.206,55300.721,231.11,59408.407,-272.198,25570.066,721.423,1334.147,1222.104,99.411,7457.674,278993.974
2009-05-01,130526.754,2964.667,62125.224,233.621,65395.452,-348.823,29364.088,749.064,1322.9,1235.186,110.419,6261.944,300495.722
2009-06-01,146844.98,2993.508,77591.126,252.839,69734.736,-226.41,29055.461,927.844,1357.896,1208.799,103.407,5599.407,336010.537
2009-07-01,156943.112,3110.772,94487.312,288.219,72948.979,-491.31,23242.949,976.451,1417.205,1255.4,121.182,4954.93,359841.651
2009-08-01,161916.545,3390.51,101635.828,277.981,72244.597,-612.532,19443.567,1021.358,1395.229,1251.219,116.285,5464.46,368138.717
2009-09-01,135949.798,2606.674,84942.066,297.752,65751.794,-348.039,17262.643,891.407,1301.313,1216.783,94.99,4650.692,315162.77
2009-10-01,138667.06,2339.805,65852.375,279.764,58020.927,-385.127,19552.09,825.045,1314.946,1221.079,68.098,6813.608,295092.539
2009-11-01,135643.906,1846.265,56734.611,255.736,59069.208,-329.53,20864.873,866.176,1345.062,1273.265,40.401,6875.162,285011.875
2009-12-01,165146.083,2189.912,64367.07,268.641,70710.218,-383.487,24547.608,1004.498,1387.515,1367.9,21.208,6906.041,338095.449
2010-01-01,171660.23,4110.642,66846.916,275.419,72569.341,-564.946,22207.396,1010.895,1294.079,1311.84,9.838,6853.068,348128.123
2010-02-01,151461.095,2165.584,59555.87,247.282,65245.37,-350.643,20421.122,926.439,1206.59,1159.038,32.766,5430.995,307993.573
2010-03-01,142664.919,2299.006,56491.681,274.753,64634.721,-324.588,20690.727,939.278,1391.002,1306.596,75.858,8587.545,299570.778
2010-04-01,125614.64,2108.936,58123.504,272.972,57611.073,-335.277,18898.49,836.766,1334.212,1240.251,112.093,9762.845,276121.274
2010-05-01,141669.249,2801.33,66862.133,279.118,66658.365,-440.745,24903.212,829.926,1359.219,1310.548,152.91,8696.024,315655.68
2010-06-01,163912.106,3792.107,85033.288,264.579,68301.322,-471.738,29710.671,954.839,1409.413,1263.676,175.107,8047.996,362984.971
2010-07-01,177777.932,4199.306,106960.747,267.156,71913.468,-557.093,24405.175,1060.589,1419.061,1273.616,160.517,6722.928,396195.408
2010-08-01,175848.474,3375.316,112960.941,248.971,71574.103,-600.278,20019.365,1074.386,1412.837,1296.912,155.55,6684.777,394650.743
2010-09-01,147157.217,2608.186,85497.765,240.392,69371.195,-421.284,17187.552,973.715,1364.429,1252.569,136.867,7104.319,333057.44
2010-10-01,130662.656,2037.048,70876.258,170.251,62750.833,-437.7,17561.478,886.688,1330.059,1222.0,74.937,7942.198,295646.044
2010-11-01,133815.364,1879.483,62305.479,218.91,62655.206,-466.993,19425.593,933.898,1412.355,1252.33,76.341,9745.848,293833.369
2010-12-01,165493.662,3301.781,69874.833,207.676,73683.304,-529.847,23024.143,1018.366,1443.03,1329.837,42.83,9057.633,348548.635
2011-01-01,169390.428,3229.362,66932.337,242.87,72742.813,-659.194,25386.279,980.674,1247.065,1346.945,37.317,8547.185,350000.667
2011-02-01,137082.332,2255.24,59379.823,207.305,64789.078,-412.649,23969.663,885.825,1179.944,1215.006,80.875,10447.502,301631.878
2011-03-01,133583.554,2525.729,59361.715,251.557,65661.598,-348.692,30944.533,897.456,1298.874,1337.484,116.353,10540.223,306808.038
2011-04-01,123271.719,2257.015,63256.726,243.614,54547.338,-465.589,31007.715,705.119,1250.993,1239.063,155.268,12416.544,290519.298
2011-05-01,135820.363,2218.093,68174.639,241.533,57012.914,-416.908,32386.101,759.88,1295.63,1317.548,180.639,11767.314,311402.504
