Month,"Electricity Net Generation From Coal, Electric Power Sector","Electricity Net Generation From Petroleum, Electric Power Sector","Electricity Net Generation From Natural Gas, Electric Power Sector","Electricity Net Generation From Other Fossil Gases, Electric Power Sector","Electricity Net Generation From Nuclear Electric Power, Electric Power Sector","Electricity Net Generation From Hydroelectric Pumped Storage, Electric Power Sector","Electricity Net Generation From Conventional Hydroelectric Power, Electric Power Sector","Electricity Net Generation From Wood, Electric Power Sector","Electricity Net Generation From Waste, Electric Power Sector","Electricity Net Generation From Geothermal, Electric Power Sector","Electricity Net Generation From Solar, Electric Power Sector","Electricity Net Generation From Wind, Electric Power Sector","Electricity Net Generation Total (including from sources not shown), Electric Power Sector"
2011-06-01,156716.15,2438.455,83426.133,259.168,65270.134,-567.088,31998.723,935.771,1364.62,1214.562,210.369,10980.752,354928.705
2011-07-01,175129.232,3005.887,111502.21,262.145,72344.85,-707.662,31173.148,1047.808,1413.456,1269.04,180.582,7485.665,404801.734
2011-08-01,169798.386,2449.307,111539.534,264.029,71338.566,-692.329,25665.968,1038.275,1407.162,1274.632,217.653,7470.655,392441.199
2011-09-01,139648.363,2271.616,84299.595,252.309,66848.854,-583.392,21254.039,916.361,1319.042,1225.547,177.315,6865.5,325112.596
2011-10-01,125441.682,1894.066,71962.168,240.409,63336.97,-600.542,19659.526,807.071,1354.498,1280.628,151.2,10519.093,296675.513
2011-11-01,120322.853,1632.438,68262.278,227.475,64473.88,-457.754,20532.639,799.611,1402.9,1271.218,103.049,12431.199,291639.368
2011-12-01,131685.671,2024.952,78193.218,246.711,71837.372,-508.719,23552.188,958.769,1455.315,1324.395,116.662,10649.244,322224.71
2012-01-01,127873.502,2132.045,83122.265,262.924,72381.186,-348.465,22829.523,971.403,1353.208,1263.252,91.177,13622.778,326184.96
2012-02-01,112773.619,1672.215,83307.869,255.979,63847.023,-236.66,20041.442,912.18,1249.817,1193.33,129.102,11045.193,296790.34
2012-03-01,104410.422,1303.795,85000.984,261.003,61728.613,-280.701,25670.263,892.487,1353.415,1285.149,221.34,14020.132,296496.886
2012-04-01,95284.3,1286.539,87748.036,254.327,55870.931,-265.273,26114.64,715.886,1317.052,1248.299,304.907,12701.758,283182.897
2012-05-01,114929.688,1526.709,99625.294,244.059,62081.445,-370.778,28426.285,813.215,1386.075,1303.996,445.155,12534.813,323597.778
2012-06-01,130147.235,1840.186,107684.977,253.147,65140.085,-506.741,26480.79,934.635,1369.095,1277.48,507.994,11966.789,347759.172
2012-07-01,159177.892,2086.635,130133.133,265.669,69129.329,-618.974,26351.645,1046.939,1443.845,1320.648,491.553,8819.351,400316.126
2012-08-01,150940.993,1820.809,123159.522,266.105,69602.111,-528.912,22879.771,1059.636,1432.179,1303.839,444.966,8465.705,381493.818
2012-09-01,124495.93,1595.358,100267.03,231.716,64510.882,-430.544,17443.165,948.934,1362.195,1299.983,438.986,8785.371,321586.496
2012-10-01,119952.488,1555.923,84207.048,224.996,59743.218,-378.213,16307.171,875.631,1422.178,1329.149,415.015,12628.612,298906.291
2012-11-01,127647.76,1514.53,72601.394,211.251,56712.757,-408.968,18518.691,911.16,1388.566,1347.052,335.154,11642.216,293047.147
2012-12-01,132923.026,1737.013,75933.53,253.195,68583.669,-576.268,22796.109,968.257,1477.733,1390.249,338.691,14516,320995.993
2013-01-01,136952.224,2501.174,80389.223,384.801,71405.817,-464.948,24501.076,1011.514,1379.76,1381.88,299.864,14729.376,335061.733
2013-02-01,122483.696,1817.759,72969.846,324.65,61483.385,-319.58,20051.157,891.043,1231.486,1236.235,416.872,14068.169,297198.48
2013-03-01,129469.24,1779.261,76764.98,318.032,62947.389,-462.214,20227.724,987.493,1446.233,1378.216,596.287,15747.704,311827.945
2013-04-01,110786.244,1668.736,70626.388,322.021,56766.882,-292.192,24842.499,776.113,1357.199,1274.158,639.869,17468.26,286806.613
2013-05-01,118379.725,2148.6,76243.906,367.403,62848.155,-334.035,28117.624,917.881,1452.128,1307.711,723.667,16229.626,309027.663
2013-06-01,137160.145,2098.348,91671.51,348.538,66429.69,-358.223,27051.113,993.19,1403.504,1278.254,839.25,13741.551,343286.221
2013-07-01,151653.145,2553.012,111958.904,380.894,70539.238,-340.468,26929.155,1092.573,1450.307,1336.882,799.39,11088.176,380108.233
2013-08-01,148288.398,2196.618,112603.19,376.359,71344.379,-464.51,21389.403,1201.893,1494.35,1322.436,913.539,9629.477,370943.02
2013-09-01,132046.768,1971.739,94193.41,372.785,65798.971,-438.55,16719.154,1088.986,1391.266,1299.3,916.882,11667.873,327638.094
2013-10-01,119942.622,1808.588,80871.842,404.629,63183.533,-372.598,16957.971,1040.149,1392.628,1363.499,954.478,13626.692,301782.239
2013-11-01,119857.61,1695.943,76366.521,366.519,64975.456,-413.042,17468.531,1108.319,1432.796,1230.481,798.631,15789.997,301287.326
2013-12-01,140702.679,2269.884,84289.053,355.614,71293.578,-420.673,20803.04,1193.339,1486.327,1365.619,825.754,13954.808,338747.758
2014-01-01,155916.303,6784.053,82970.663,266.09,73162.609,-289.685,21510.051,1272.916,1490.44,1355.016,734.035,17894.628,363642.069
2014-02-01,142217.613,2577.787,68732.527,210.834,62638.95,-445.152,17288.943,1149.933,1384.642,1206.13,813.912,13996.556,312274.401
2014-03-01,135290.235,2998.752,70520.709,214.779,62397.08,-421.403,24138.771,1291.08,1514.03,1337.666,1286.46,17722.091,318911.995
2014-04-01,108278.679,1583.358,69586.315,230.624,56384.588,-378.109,25309.511,1039.605,1466.149,1313.535,1452.902,18621.253,285450.771
2014-05-01,117738.378,1870.214,81645.977,282.722,62947.43,-600.752,26410.381,1006.68,1519.914,1332.361,1710.134,15590.568,312066.589
2014-06-01,136469.816,1845.144,90904.412,257.422,68138.232,-653.046,25640.481,1316.899,1490.824,1293.375,1882.789,15786.207,344984.47
2014-07-01,148472.187,1867.476,106697.697,282.972,71940.126,-544.656,24264.937,1374.42,1574.071,1319.572,1748.222,12176.417,371813.248
2014-08-01,147328.991,1872.887,113911.375,315.163,71128.746,-840.357,19708.479,1371.635,1525.563,1329.209,1838.701,10162.132,370299.617
2014-09-01,125061.692,1777.295,98692.253,298.07,67534.5,-541.876,15985.802,1287.625,1438.709,1307.519,1795.427,11509.814,326752.16
2014-10-01,110322.186,1367.937,90055.094,334.352,62390.988,-447.609,17063.468,1238.377,1392.559,1345.091,1679.931,14492.259,301842.833
2014-11-01,118117.548,1576.886,76712.963,301.603,65140.185,-531.042,18523.868,1330.701,1372.826,1362.469,1350.916,18847.512,304734.356
2014-12-01,123560.732,1921.1,82768.5,363.469,73362.548,-479.861,22201.519,1346.807,1431.863,1374.999,1010.708,14696.468,324188.9
2015-01-01,131430.696,2788.886,93453.197,394.292,74269.974,-551.05,24014.015,1307.112,1410.644,1361.915,1134.15,15146.256,346755.478
2015-02-01,126023.568,6073.587,84331.933,328.736,63461.493,-456.06,22178.869,1233.983,1260.97,1260.099,1459.34,14907.638,322592.757
2015-03-01,107471.004,1644.007,92237.76,326.756,64546.799,-409.305,24147.991,1227.271,1393.227,1393.994,2037.34,15292.972,311862.183
2015-04-01,88146.966,1570.169,85877.214,289.745,59784.495,-214.411,22330.535,1024.835,1401.609,1272.428,2337.816,17850.459,282241.116
2015-05-01,103671.569,1793.702,94232.304,338.099,65826.525,-370.209,19995.428,1092.983,1482.5,1390.151,2456.089,17136.383,309654.321
2015-06-01,124677.117,1722.848,113480.163,298.568,68516.165,-397.811,20296.62,1243.807,1473.026,1301.608,2512.027,13409.566,349151.201
2015-07-01,138060.486,2185.419,132388.054,310.544,71412.176,-513.417,20895.901,1365.133,1638.754,1356.727,2579.471,13665.556,386005.177
2015-08-01,133651.285,2013.18,130446.299,331.483,72415.352,-625.878,19029.518,1409.59,1586.632,1344.143,2639.368,13070.169,377981.854
2015-09-01,117005.407,1898.749,114866.567,330.87,66476.372,-544.042,16015.092,1200.871,1481.05,1202.861,2177.75,13960.95,336686.193
2015-10-01,95871.51,1657.165,102126.487,228.594,60570.921,-443.327,16513.242,1046.536,1509.109,1323.032,1875.397,16363.531,299266.875
2015-11-01,86361.96,1582.663,94264.884,234.142,60263.941,-285.276,19201.967,1157.127,1564.913,1333.628,1701.544,19663.141,287677.118
2015-12-01,88621.73,1574.777,101137.238,303.604,69633.664,-280.702,23016.515,1253.561,1620.497,1376.988,1545.251,20080.163,310532.277
2016-01-01,112623.96,2217.071,101786.218,344.222,72524.775,-311.758,25463.883,1202.308,1489.982,1332.006,1458.182,18446.884,339194.707
2016-02-01,91909.152,2079.021,90985.45,298.955,65638.141,-398.558,24005.829,1183.137,1424.233,1243.384,2200.546,20118.435,301252.605
2016-03-01,71345.754,1695.209,95891.922,360.086,66148.894,-384.067,27225.645,1134.548,1490.667,1315.159,2570.772,21919.792,291299.529
2016-04-01,71419.13,1745.21,91355.2,317.436,62731.845,-451.878,25734.888,883.207,1501.148,1208.97,2831.115,20780.961,280640.556
2016-05-01,80934.705,1814.272,102570.242,313.311,66576.493,-320.717,25355.411,947.351,1585.054,1341.84,3375.003,18831.99,303961.802
2016-06-01,115196.696,1847.226,123170.614,350.875,67175.324,-497.303,23125.487,1094.369,1515.69,1251.393,3417.726,16289.831,354567.327
2016-07-01,135420.053,2185.718,142720.288,345.505,70349.347,-783.894,21336.667,1242.266,1534.413,1311.215,3886.477,17605.11,397791.13
2016-08-01,134762.429,2210.283,145776.444,331.936,71526.405,-902.068,19458.01,1313.249,1556.512,1324.264,3908.405,13578.829,395489.072
2016-09-01,113346.968,1821.749,117277.447,346.486,65448.176,-715.35,16278.918,1167.903,1474.436,1326.676,3584.179,16390.68,338335.456
2016-10-01,98473.771,1449.616,94754.14,234.492,60733.343,-560.77,17229.362,951.608,1405.602,1353.167,3146.603,20317.941,300067.934
2016-11-01,86275.31,1736.663,85915.779,351.304,65178.776,-606.895,18721.487,1066.23,1577.051,1363.85,2729.406,19387.82,284285.939
2016-12-01,117954.773,1908.434,88140.076,317.825,71662.429,-752.869,22390.337,1233.719,1628.343,1453.884,2388.967,23122.02,332091.162
2017-01-01,114572.021,1928.942,87036.046,349.619,73120.612,-435.366,26479.108,1189.072,1596.239,1406.967,2298.306,20780.025,330940.604
2017-02-01,86157.863,1487.437,75157.082,308.663,63560.371,-507.911,23746.321,1061.066,1423.862,1238.872,2716.998,22071.989,278967.274
2017-03-01,88687.575,1525.781,87042.47,358.322,65093.2,-521.035,29460.347,1216.031,1538.297,1387.185,4464.441,25705.326,306515.346
2017-04-01,80742.742,1191.657,80704.304,300.142,56743.352,-438.729,29234.662,974.667,1451.28,1341.221,4853.397,25354.869,282999.555
2017-05-01,92141.448,1719.05,90048.229,350.978,61312.753,-423.168,32421.49,977.675,1545.884,1301.858,5725.184,23046.882,310750.514
2017-06-01,106825.311,1783.022,108895.224,324.085,67010.782,-567.516,30422.13,1093.14,1515.951,1283.75,6052.164,20124.436,345348.644
2017-07-01,127018.728,1690.536,137938.142,368.719,71314.219,-759.494,26460.2,1239.284,1523.84,1372.704,5509.197,16107.853,390398.541
2017-08-01,118809.977,1608.414,132482.328,359.318,72384.218,-638.234,21923.633,1271.289,1523.519,1362.996,5310.677,13869.312,370893.119
2017-09-01,97560.379,1549.034,110252.164,345.482,68097.918,-606.081,19062.768,1087.665,1428.084,1331.503,5006.581,17896.146,323561.114
2017-10-01,89114.281,1443.536,98868.913,326.504,65994.785,-462.982,17606.438,1083.473,1446.876,1214.124,4606.019,24345.655,306146.485
2017-11-01,90347.26,1554.103,86978.438,352.036,66617.853,-478.107,19757.893,1162.386,1507.679,1304.684,3174.127,22592.338,295451.001
2017-12-01,105860.346,2557.876,102610.193,382.567,73699.572,-655.925,22135.92,1285.544,1582.213,1380.91,3006.449,22179.191,336652.868
2018-01-01,118557.188,6348.033,101617.917,344.196,74649.04,-547.331,24962.02,1320.475,1531.897,1341.307,3287.842,25570.053,359597.848
2018-02-01,81399.063,1450.755,90865.38,336.999,64790.03,-315.144,24793.71,1137.46,1455.156,1274.093,3862.71,23165.02,294796.81
2018-03-01,79982.641,1368.409,98814.966,347.593,67032.656,-489.962,25752.148,1199.898,1533.978,1366.753,5009.114,26435.019,308964.882
2018-04-01,72787.438,1446.247,90914.886,354.112,59133.155,-376.898,27989.979,948.111,1450.111,1187.937,6002.399,26406.191,288809.993
2018-05-01,84633.935,1452.891,107294.188,389.275,67320.248,-390.083,30318.598,1037.627,1455.58,1382.62,6787.724,23931.575,326185.278
2018-06-01,100893.712,1795.019,122431.207,316.182,69687.556,-433.324,27502.186,1168.395,1460.067,1299.835,7347.485,24682.764,358782.59
2018-07-01,114748.806,1783.69,155590.787,358.95,72456.009,-644.469,25002.926,1270.82,1480.133,1369.611,6691.307,16431.642,397180.382
2018-08-01,114516.287,1828.892,152474.765,392.472,72282.467,-747.235,21908.294,1216.854,1482.939,1367.055,6633.551,19830.204,393821.641
2018-09-01,95961.853,1761.577,133291.785,331.718,64724.753,-603.113,19059.726,1044.336,1341.11,1327.908,5910.902,18501.795,343216.571
2018-10-01,86736.177,1472.56,114670.89,254.326,59396.905,-492.202,19426.42,989.055,1465.078,1273.09,4926.267,21169.635,311887.94
2018-11-01,92257.715,1564.905,99516.327,311.035,63954.37,-342.707,21780.771,1030.032,1453.472,1330.844,3711.003,21991.019,309159.836
2018-12-01,99698.196,1655.497,101049.353,349.207,71657.288,-522.071,22650.886,1021.682,1513.703,1412.639,3082.523,24281.509,328473.165
2019-01-01,100294.41,2104.262,112363.224,360.177,73700.844,-323.009,24657.852,1140.514,1411.708,1347.89,3546.079,24273.044,345543.295
2019-02-01,79381.749,1419.914,104204.572,350.557,64714.894,-388.719,22772.0,947.178,1265.538,1251.935,3797.608,22598.256,302890.021
2019-03-01,77819.349,1307.055,107370.43,383.286,65079.691,-408.942,26207.665,938.809,1364.272,1378.337,5841.272,25745.925,313631.168
2019-04-01,59426.201,1089.439,96150.591,328.515,60580.927,-103.221,27695.002,769.206,1276.398,1227.05,6690.181,28887.737,284598.572
2019-05-01,71387.602,1596.676,108682.655,324.375,67123.546,-368.281,31856.524,964.613,1346.647,1304.446,7095.402,25756.67,317735.342
2019-06-01,78042.789,1434.679,129180.865,328.9,68804.879,-385.296,27964.864,974.926,1346.06,1294.328,7898.103,22426.099,339959.894
2019-07-01,100224.713,1652.332,162576.443,372.434,72198.595,-622.347,24787.96,1151.162,1382.584,1341.967,8053.101,22084.404,395874.057
2019-08-01,93516.602,1636.331,165442.361,377.248,71910.684,-579.012,22504.343,1171.865,1393.211,1362.412,7802.732,19963.513,387206.211
2019-09-01,85215.957,1416.527,140723.633,341.987,66063.58,-671.214,18461.39,1045.417,1303.026,1338.093,6753.72,24494.217,347135.594
2019-10-01,66311.208,1056.426,122099.788,189.449,62032.622,-372.614,18232.08,899.109,1334.189,1102.884,6040.178,27598.531,307164.393
2019-11-01,75046.174,1145.774,108731.266,325.818,64125.425,-508.775,20138.658,957.154,1287.738,941.384,4322.962,25159.643,302300.907
2019-12-01,72065.24,1360.738,122332.063,353.92,73073.575,-529.314,21373.703,1060.439,1379.958,1140.239,3423.407,26615.985,324308.076
2020-01-01,64563.949,1453.789,126424.082,356.779,74169.646,-376.791,24378.467,1053.563,1394.732,1112.141,4422.906,28097.184,327710.177
2020-02-01,55665.122,1198.389,119194.573,367.674,65910.574,-246.677,25741.441,964.068,1272.84,1189.155,5518.441,29085.602,306455.598
2020-03-01,50230.396,1317.688,117341.365,292.447,63997.21,-353.064,23683.213,938.422,1390.757,1422.064,6297.17,29294.105,296522.423
2020-04-01,40233.844,1161.37,102644.432,171.512,59170.016,-325.03,23066.096,766.23,1318.163,1339.527,7858.371,29726.316,267767.45
2020-05-01,46090.293,1225.93,109161.092,179.376,64337.97,-366.733,29851.186,838.325,1345.274,1323.591,9575.529,28354.006,292546.318
2020-06-01,64863.444,1538.618,134461.83,156.871,67205.083,-498.931,27904.506,855.525,1230.944,1240.488,9575.61,30137.789,339249.46
2020-07-01,89245.923,1666.914,172279.215,182.108,69385.44,-685.626,26657.363,1008.822,1301.18,1300.863,10527.688,22787.481,396311.275
2020-08-01,90695.63,1594.435,164328.253,316.364,68982.187,-783.638,23203.465,1097.282,1321.507,1292.762,9245.838,22962.044,384922.088
2020-09-01,67924.857,1115.906,133019.291,295.411,65727.317,-524.729,18610.585,905.995,1259.286,1254.301,7672.88,23101.733,320968.149
2020-10-01,59338.811,1138.648,123259.633,212.936,59362.465,-423.243,18743.35,838.122,1252.008,1249.149,7034.284,28716.803,301330.994
2020-11-01,60748.457,1323.22,101611.176,296.102,61759.977,-369.222,20810.551,940.614,1221.581,1357.964,5724.592,33010.523,289046.098
2020-12-01,78100.861,1598.523,118574.138,346.767,69870.978,-367.521,21409.094,1004.436,1317.003,1358.75,5058.137,31879.335,330826.424
2021-01-01,80764.683,1553.324,117191.186,336.552,71732.463,-424.346,24448.921,1078.127,1331.44,1302.825,5523.094,30038.049,335507.566
2021-02-01,87026.808,2146.257,103854.689,195.216,62954.16,-425.07,20052.882,1028.263,1173.419,1247.835,6293.261,26693.027,312790.467
2021-03-01,61446.816,1356.959,99285.067,196.822,63708.238,-235.581,21094.884,982.276,1314.425,1224.66,9232.89,39173.066,299399.548
2021-04-01,53538.657,1155.604,99825.811,269.66,57092.024,-197.219,19278.212,780.524,1217.214,1250.441,10817.883,36131.132,281724.75
2021-05-01,63416.494,1292.085,106668.886,288.595,63394.115,-416.186,23201.466,920.898,1270.442,1283.513,12377.126,33764.24,308036.073
2021-06-01,86786.684,1323.944,140551.949,321.298,66070.373,-375.57,23370.081,1041.653,1240.578,1236.989,12119.2,26651.512,360918.67
2021-07-01,101057.876,1499.044,160592.542,311.704,68831.593,-684.75,21998.534,1141.726,1249.444,1311.352,12113.689,21701.575,391705.031
2021-08-01,101382.839,1877.776,163213.207,330.903,69471.331,-669.751,20237.112,1157.284,1223.485,1295.492,11890.463,27054.356,399043.408
2021-09-01,78387.802,1530.428,129872.438,298.665,64520.031,-433.843,16928.291,964.343,1195.26,1300.421,11144.456,28975.374,335240.313
2021-10-01,62124.1,1481.14,123315.877,342.64,58401.112,-426.772,17039.287,862.585,1199.792,1270.55,9210.802,32191.492,307591.171
2021-11-01,56941.648,1600.228,113712.438,179.926,62749.318,-377.48,19272.142,914.305,1140.72,1321.621,7746.16,35723.278,301458.255
2021-12-01,59565.573,1491.57,118519.298,232.126,70719.837,-445.116,23469.164,1024.747,1277.977,1427.725,6054.274,39820.225,323766.035
2022-01-01,87114.373,3563.578,125609.214,291.612,70576.875,-493.31,24096.581,1041.561,1031.621,1470.141,7772.494,37386.19,359855.438
2022-02-01,70537.894,1651.438,106942.345,251.264,61852.177,-412.258,21216.449,1019.17,946.665,1242.884,8969.085,37613.495,312157.749
2022-03-01,60541.362,1381.309,103940.804,270.395,63153.701,-317.508,24301.512,963.676,1032.126,1286.337,11617.598,42997.261,311529.674
2022-04-01,54914.722,1200.211,97597.024,291.335,55289.54,-265.226,19943.023,824.788,951.963,1282.079,13311.772,46133.905,291814.091
2022-05-01,62060.548,1348.607,118690.307,365.214,63381.624,-466.746,23248.312,929.205,973.424,1327.051,15021.638,42096.179,329317.096
2022-06-01,72986.044,1497.633,146880.797,280.656,65715.42,-589.065,25897.306,1036.899,994.427,1276.39,15945.553,33746.467,366017.544
2022-07-01,85936.298,1447.754,179568.744,342.153,68856.919,-768.422,24488.692,1169.688,1017.925,1341.477,15661.896,29458.452,408873.591
2022-08-01,84733.372,1500.231,179279.036,276.876,68896.917,-639.609,21050.003,1157.125,990.134,1354.01,14402.602,24705.86,398040.64
2022-09-01,64563.982,1510.023,148410.176,306.342,63733.186,-597.956,16947.658,992.294,948.724,1329.384,13198.956,27315.217,338965.941
2022-10-01,53804.785,1480.511,125017.154,276.083,58945.383,-434.352,14300.59,870.439,972.809,1298.472,11865.484,32720.743,301419.018
2022-11-01,55977.671,1392.237,118778.261,235.622,62041.287,-495.12,17818.459,939.685,926.842,1396.719,8344.957,41167.558,308815.445
2022-12-01,72925.467,3853.023,131973.109,263.634,69094.147,-548.286,20317.918,1057.306,952.695,1481.984,6734.849,38652.913,347081.31
2023-01-01,60915.284,1303.178,129672.605,285.373,70870.08,-620.471,22640.159,994.222,976.014,1420.005,7762.528,38334.517,334883.725
2023-02-01,45994.623,1534.64,116731.953,237.578,60806.857,-455.809,19849.112,845.095,880.703,1301.543,9378.576,41395.808,298769.145
2023-03-01,49732.761,1152.478,124829.104,280.219,62820.443,-519.018,21197.549,859.433,933.33,1441.86,12137.6,43554.663,318695.509
2023-04-01,39877.326,1108.508,112300.657,201.634,56662.458,-289.849,19702.618,675.452,855.533,1355.521,14960.511,42718.221,290387.266
2023-05-01,43427.062,1152.539,128916.606,308.452,61155.193,-459.1,27540.728,839.402,963.236,1345.291,17174.973,32205.92,314885.125
2023-06-01,57400.233,1207.781,152766.179,272.863,64819.195,-551.309,21484.449,875.406,931.97,1293.384,17732.573,27532.476,346069.868
2023-07-01,78504.151,1546.088,189664.516,305.074,69887.588,-656.332,21885.324,989.429,953.715,1296.089,18788.003,27995.712,411451.101
2023-08-01,77734.041,1544.215,189336.27,332.705,69744.023,-652.994,21212.53,1008.68,960.787,1266.944,17648.154,28381.334,408815.766
2023-09-01,59586.006,1426.653,156943.613,289.036,65559.71,-552.65,16851.11,819.045,888.529,1314.594,15499.712,28341.661,347210.176
2023-10-01,50575.07,1222.433,131867.505,248.792,61435.632,-371.666,15609.494,633.844,928.14,1419.91,14048.866,36000.64,313880.907
2023-11-01,50850.967,1020.442,126466.437,261.548,62257.644,-346.938,16959.649,779.134,917.791,1439.638,10388.047,36422.421,307692.077
2023-12-01,55971.042,1169.415,140360.061,316.497,68854.346,-513.892,18932.702,867.523,1004.506,1472.619,9070.16,38016.185,335800.621
2024-01-01,75274.855,1776.152,150370.556,291.686,69079.735,-412.218,21811.138,966.92,926.511,1420.704,9672.541,34807.683,366249.333
2024-02-01,43689.305,912.495,122321.949,211.387,64583.812,-403.751,19997.486,773.396,842.65,1317.889,12398.875,41424.331,308302.277
2024-03-01,37980.808,917.933,122064.362,194.842,63345.769,-348.762,23205.025,764.006,864.889,1287.913,15700.438,45474.847,311667.129
2024-04-01,37007.952,1098.585,112950.647,230.623,57621.498,-338.148,19282.21,693.139,805.068,1335.118,18941.755,47206.886,297012.752
2024-05-01,45560.187,1127.233,135082.144,192.123,64972.965,-292.231,22505.987,848.591,902.985,1245.278,21987.279,38565.039,332971.205
2024-06-01,61016.871,1246.898,160990.889,285.763,68192.147,-586.137,21065.744,862.708,884.326,1270.048,24058.635,38037.673,377519.186
2024-07-01,71273.951,1379.974,198572.543,250.594,69885.242,-649.118,21093.154,852.02,935.639,1326.358,23984.796,27892.341,417004.769
2024-08-01,68435.309,1399.485,193472.884,216.725,69760.288,-812.166,21257.288,868.363,941.687,1312.689,23830.878,28678.711,409567.938
2024-09-01,54157.906,1079.994,160627.123,249.533,62660.468,-653.819,16577.952,758.71,902.614,1272.163,19989.462,28893.512,346700.164
