Month,Wood Energy Production,Biofuels Production,Biomass Energy Production,"Renewable Energy Production, Fossil Fuel Equivalent","Conventional Hydro Energy Consumption, Fossil Fuel Equivalent","Geothermal Energy Consumption, Fossil Fuel Equivalent","Solar Energy Consumption, Fossil Fuel Equivalent","Wind Energy Consumption, Fossil Fuel Equivalent",Wood Energy Consumption,Waste Energy Consumption,Biofuels Consumption,Biomass Energy Consumption,"Renewable Energy Consumption, Fossil Fuel Equivalent"
1988-07-01,218.272,10.508,255.582,442.602,177.42,9.589,Not Available,0,218.272,26.802,10.508,255.582,442.602
1988-08-01,218.415,10.508,255.815,437.214,172.238,9.149,Not Available,0,218.415,26.893,10.508,255.815,437.214
1988-09-01,211.218,10.169,247.357,426.312,170.174,8.772,Not Available,0,211.218,25.97,10.169,247.357,426.312
1988-10-01,218.198,10.508,255.517,422.602,158.144,8.939,Not Available,0,218.198,26.811,10.508,255.517,422.602
1988-11-01,211.191,10.169,247.096,448.903,192.932,8.874,Not Available,0,211.191,25.737,10.169,247.096,448.903
1988-12-01,218.215,10.508,255.345,472.132,208.016,8.77,Not Available,0.001,218.215,26.623,10.508,255.345,472.132
1989-01-01,231.17,10.649,266.572,509.146,224.04,14.134,2.881,1.521,231.17,24.753,10.649,266.572,509.146
1989-02-01,211.272,9.618,243.927,461.434,199.31,12.761,3.104,2.331,211.272,23.037,9.618,243.927,461.434
1989-03-01,236.6,10.649,268.315,532.714,242.358,15.001,4.37,2.671,236.6,21.067,10.649,268.315,532.714
1989-04-01,218.29,10.305,251.946,530.096,257.728,13.095,4.843,2.484,218.29,23.351,10.305,251.946,530.096
1989-05-01,200.711,10.649,241.235,562.699,300.24,13.857,5.237,2.131,200.711,29.876,10.649,241.235,562.699
1989-06-01,208.439,10.305,248.447,546.135,277.046,13.664,5.346,1.631,208.439,29.704,10.305,248.447,546.135
1989-07-01,217.404,10.649,261.318,525.096,242.678,13.872,5.746,1.482,217.404,33.265,10.649,261.318,525.096
1989-08-01,234.088,10.649,276.985,513.153,216.086,13.414,5.593,1.075,234.088,32.249,10.649,276.985,513.153
1989-09-01,220.479,10.305,264.811,487.948,202.515,12.52,5.18,2.923,220.479,34.027,10.305,264.811,487.948
1989-10-01,230.492,10.649,276.462,511.058,214.892,13.157,4.715,1.832,230.492,35.321,10.649,276.462,511.058
1989-11-01,231.613,10.305,276.819,521.323,226.777,12.562,3.884,1.281,231.613,34.901,10.305,276.819,521.323
1989-12-01,239.066,10.649,282.52,533.84,233.595,13.504,3.55,0.671,239.066,32.806,10.649,282.52,533.84
1990-01-01,193.411,9.416,236.692,511.271,253.277,15.036,3.132,3.134,193.411,33.865,9.416,236.692,511.271
1990-02-01,186.722,8.505,226.266,508.359,262.555,13.739,3.395,2.405,186.722,31.039,8.505,226.266,508.359
1990-03-01,199.565,9.416,244.248,567.933,301.333,15.116,4.685,2.551,199.565,35.267,9.416,244.248,567.933
1990-04-01,190.159,9.112,232.64,530.428,276.175,12.08,5.16,4.373,190.159,33.369,9.112,232.64,530.428
1990-05-01,166.803,9.416,210.108,525.671,291.917,14.14,5.863,3.644,166.803,33.889,9.416,210.108,525.671
1990-06-01,134.939,9.112,178.544,503.361,300.121,14.647,5.821,4.227,134.939,34.493,9.112,178.544,503.361
1990-07-01,176.618,9.416,219.713,499.493,257.581,14.779,6.181,1.239,176.618,33.679,9.416,219.713,499.493
1990-08-01,201.445,9.416,245.632,497.453,230.354,14.592,6.145,0.729,201.445,34.771,9.416,245.632,497.453
1990-09-01,196.099,9.112,239.932,447.347,187.254,13.746,5.467,0.947,196.099,34.72,9.112,239.932,447.347
1990-10-01,190.414,9.416,235.437,460.198,203.213,14.398,5.037,2.114,190.414,35.607,9.416,235.437,460.198
1990-11-01,177.629,9.112,220.256,459.564,219.084,13.805,4.014,2.405,177.629,33.515,9.112,220.256,459.564
1990-12-01,202.362,9.416,245.644,528.926,263.525,14.668,3.85,1.239,202.362,33.866,9.416,245.644,528.926
1991-01-01,221.773,10.871,269.531,569.476,280.572,15.446,3.278,0.648,221.773,36.887,10.871,269.531,569.476
1991-02-01,161.586,9.819,204.535,465.115,240.524,13.497,3.534,3.026,161.586,33.129,9.819,204.535,465.115
1991-03-01,165.815,10.871,214.374,519.107,282.566,15.382,4.624,2.161,165.815,37.688,10.871,214.374,519.107
1991-04-01,142.348,10.521,190.452,492.91,281.008,13.871,5.094,2.485,142.348,37.583,10.521,190.452,492.91
1991-05-01,156.299,10.871,206.579,540.586,309.826,14.196,6.204,3.782,156.299,39.409,10.871,206.579,540.586
1991-06-01,161.835,10.521,209.721,513.636,280.947,15.048,6.299,1.621,161.835,37.366,10.521,209.721,513.636
1991-07-01,163.21,10.871,210.055,499.532,266.05,15.07,6.737,1.621,163.21,35.974,10.871,210.055,499.532
1991-08-01,201.887,10.871,250.834,512.227,237.525,14.928,6.563,2.377,201.887,38.076,10.871,250.834,512.227
1991-09-01,220.843,10.521,267.735,491.72,201.861,14.03,5.933,2.161,220.843,36.371,10.521,267.735,491.72
1991-10-01,204.17,10.871,249.408,467.133,193.296,14.793,5.207,4.43,204.17,34.366,10.871,249.408,467.133
1991-11-01,194.094,10.521,241.541,467.741,202.13,15.411,4.228,4.43,194.094,36.927,10.521,241.541,467.741
1991-12-01,220.221,10.871,267.033,528.579,239.639,15.954,3.9,2.053,220.221,35.94,10.871,267.033,528.579
1992-01-01,225.223,12.282,279.197,535.604,235.95,15.635,3.271,1.551,225.223,41.692,12.282,279.197,535.604
1992-02-01,179.107,11.489,230.468,449.192,196.021,13.827,3.544,5.333,179.107,39.871,11.489,230.468,449.192
1992-03-01,169.584,12.282,221.177,482.781,237.66,15.679,4.871,3.393,169.584,39.312,12.282,221.177,482.781
1992-04-01,162.501,11.886,210.172,445.952,212.719,14.254,5.51,3.297,162.501,35.785,11.886,210.172,445.952
1992-05-01,136.512,12.282,190.537,455.236,242.426,15.069,6.234,0.97,136.512,41.743,12.282,190.537,455.236
1992-06-01,178.938,11.886,230.985,497.878,244.966,14.876,6.275,0.776,178.938,40.161,11.886,230.985,497.878
1992-07-01,196.218,12.282,250.15,486.974,214.207,15.109,6.732,0.776,196.218,41.651,12.282,250.15,486.974
1992-08-01,216.248,12.282,269.662,491.438,198.457,15.214,6.651,1.454,216.248,41.132,12.282,269.662,491.438
1992-09-01,199.5,11.886,251.511,458.26,183.3,14.18,5.972,3.297,199.5,40.125,11.886,251.511,458.26
1992-10-01,219.054,12.282,269.545,472.677,180.27,14.943,5.398,2.521,219.054,38.209,12.282,269.545,472.677
1992-11-01,220.592,11.886,264.383,498.629,212.065,14.869,4.403,2.909,220.592,31.905,11.886,264.383,498.629
1992-12-01,209.993,12.282,263.891,545.911,259.394,15.043,3.994,3.587,209.993,41.616,12.282,263.891,545.911
1993-01-01,212.917,14.701,274.257,564.642,268.521,15.945,3.368,2.55,212.917,46.639,13.931,273.487,563.872
1993-02-01,190.799,12.587,240.964,477.335,216.725,15.426,3.71,0.51,190.799,37.578,12.979,241.356,477.727
1993-03-01,202.466,14.83,263.204,543.311,253.399,16.137,5.216,5.356,202.466,45.908,15.052,263.426,543.533
1993-04-01,176.447,14.208,226.859,527.474,274.886,15.99,5.914,3.826,176.447,36.205,13.434,226.086,526.701
1993-05-01,141.057,14.454,196.012,537.1,316.469,14.37,6.423,3.826,141.057,40.502,13.452,195.01,536.097
1993-06-01,142.881,13.992,197.445,506.685,287.581,14.436,6.331,0.893,142.881,40.571,13.51,196.963,506.203
1993-07-01,159.077,13.875,212.707,491.681,254.885,15.78,6.906,1.403,159.077,39.755,13.684,212.516,491.49
1993-08-01,215.249,12.088,262.322,502.287,216.292,16.007,6.901,0.765,215.249,34.984,11.273,261.507,501.472
1993-09-01,197.49,13.21,250.551,461.697,188.068,15.439,6.236,1.403,197.49,39.852,13.744,251.085,462.231
1993-10-01,203.03,14.46,257.383,468.758,187.59,15.349,5.502,2.933,203.03,39.893,14.617,257.54,468.914
1993-11-01,209.594,14.96,262.183,482.148,195.571,15.174,4.502,4.718,209.594,37.629,16.607,263.83,483.795
1993-12-01,208.767,15.97,264.559,518.764,231.625,15.621,4.154,2.805,208.767,39.822,16.778,265.367,519.573
1994-01-01,252.903,16.599,306.708,546.053,220.026,15.695,3.625,0,252.903,37.205,17.536,307.644,546.99
1994-02-01,194.065,13.272,244.594,474.595,210.85,14.267,3.848,1.036,194.065,37.257,13.875,245.198,475.199
1994-03-01,202.598,15.795,261.461,530.489,243.412,14.471,5.505,5.639,202.598,43.069,16.083,261.749,530.777
1994-04-01,183.168,13.315,236.035,515.822,254.767,14.76,6.001,4.258,183.168,39.552,13.977,236.697,516.484
1994-05-01,141.247,15.12,202.48,494.544,267.13,14.543,6.593,3.798,141.247,46.113,14.957,202.317,494.381
1994-06-01,156.533,14.26,215.744,497.428,258.029,13.144,6.715,3.798,156.533,44.95,13.657,215.14,496.825
1994-07-01,216.33,14.635,274.451,538.294,241.004,13.897,6.985,1.956,216.33,43.487,14.302,274.118,537.961
1994-08-01,193.374,15.187,251.577,484.33,209.396,15.199,6.777,1.381,193.374,43.016,15.43,251.82,484.573
1994-09-01,180.928,17.765,238.967,433.622,171.008,14.102,6.322,3.222,180.928,40.274,14.752,235.954,430.608
1994-10-01,209.489,16.114,271.599,476.298,180.671,14.475,5.871,3.683,209.489,45.995,17.616,273.101,477.8
1994-11-01,198.716,17.753,261.436,482.928,197.506,14.295,4.629,5.064,198.716,44.967,17.406,261.089,482.582
1994-12-01,194.468,18.576,262.482,512.709,229.658,14.616,4.227,1.726,194.468,49.439,18.801,262.708,512.935
1995-01-01,181.661,18.455,243.462,516.503,256.445,13.067,3.471,0.059,181.661,43.345,17.366,242.373,515.414
1995-02-01,151.839,16.773,206.657,478.62,258.244,9.702,3.776,0.241,151.839,38.045,15.809,205.693,477.656
1995-03-01,181.966,18.162,239.82,550.404,294.609,10.67,5.257,0.047,181.966,39.692,18.363,240.022,550.605
1995-04-01,202.143,17.599,267.571,536.523,253.408,9.352,6.122,0.071,202.143,47.829,17.318,267.29,536.242
1995-05-01,174.718,17.171,227.439,533.618,286.483,8.606,6.876,4.214,174.718,35.551,15.558,225.827,532.005
1995-06-01,164.965,16.388,226.934,560.143,311.683,9.317,7.069,5.14,164.965,45.581,17.411,227.957,561.166
1995-07-01,234.038,15.354,294.251,601.274,283.275,10.066,7.289,6.392,234.038,44.859,14.341,293.238,600.261
1995-08-01,240.237,14.663,301.628,582.279,251.378,16.447,7.198,5.628,240.237,46.729,12.71,299.676,580.326
1995-09-01,208.217,15.073,268.791,499.49,206.52,11.83,6.442,5.907,208.217,45.502,15.114,268.833,499.532
1995-10-01,227.438,15.905,292.175,558.494,238.738,19.182,5.752,2.646,227.438,48.833,18.294,294.565,560.883
1995-11-01,203.6,14.993,267.659,554.285,263.386,17.276,4.673,1.291,203.6,49.066,19.828,272.494,559.12
1995-12-01,199.049,17.201,262.694,585.642,301.139,16.542,4.273,0.994,199.049,46.444,17.684,263.176,586.124
1996-01-01,215.337,16.092,272.584,606.65,317.658,11.3,3.586,1.523,215.337,41.154,17.095,273.586,607.652
1996-02-01,169.485,12.825,226.038,571.302,328.772,11.418,3.917,1.156,169.485,43.729,14.424,227.637,572.901
1996-03-01,196.558,14.13,259.039,627.922,350.334,10.872,5.738,1.939,196.558,48.352,14.816,259.726,628.609
1996-04-01,149.671,12.051,205.729,556.065,329.254,12.137,6.418,2.527,149.671,44.007,12.103,205.781,556.117
1996-05-01,176.787,9.009,231.211,594.902,343.915,8.603,7.123,4.05,176.787,45.415,9.88,232.082,595.772
1996-06-01,197.279,6.717,254.182,607.613,330.103,12.207,7.237,3.885,197.279,50.186,7.258,254.723,608.154
1996-07-01,221.032,7.528,281.656,610.092,298.56,17.0,7.343,5.533,221.032,53.096,7.434,281.563,609.998
1996-08-01,241.559,9.052,294.581,594.874,271.592,17.542,6.867,4.291,241.559,43.97,9.132,294.661,594.953
1996-09-01,201.147,9.753,259.345,513.255,228.911,15.298,6.066,3.634,201.147,48.445,9.056,258.648,512.558
1996-10-01,241.017,14.983,310.461,568.74,233.632,16.305,5.727,2.616,241.017,54.461,13.457,308.935,567.214
1996-11-01,230.3,14.166,295.562,561.304,243.572,16.486,4.663,1.021,230.3,51.096,14.073,295.468,561.211
1996-12-01,196.854,14.977,264.912,598.131,313.353,14.191,4.41,1.265,196.854,53.08,14.061,263.996,597.216
1997-01-01,219.532,14.553,275.641,629.796,336.616,12.781,3.528,1.23,219.532,41.556,13.881,274.968,629.123
1997-02-01,169.842,13.867,226.521,563.282,321.859,9.767,4.023,1.112,169.842,42.813,14.02,226.674,563.435
1997-03-01,191.206,15.957,251.136,628.984,357.387,13.424,5.52,1.517,191.206,43.974,15.683,250.862,628.71
1997-04-01,189.865,14.195,252.01,603.773,327.586,14.657,6.211,3.309,189.865,47.949,14.063,251.878,603.641
1997-05-01,200.871,18.01,268.515,642.242,349.12,14.331,6.698,3.579,200.871,49.635,15.981,266.486,640.214
1997-06-01,172.743,13.393,231.69,607.799,351.899,11.918,7.011,5.281,172.743,45.553,12.665,230.961,607.07
1997-07-01,195.848,16.795,259.985,611.209,323.304,15.455,7.262,5.203,195.848,47.342,16.639,259.829,611.053
1997-08-01,204.296,12.415,264.422,566.979,274.788,15.283,7.07,5.416,204.296,47.711,12.495,264.502,567.059
1997-09-01,193.213,15.398,250.744,513.208,238.97,14.604,6.232,2.657,193.213,42.133,14.652,249.998,512.463
1997-10-01,239.624,17.797,305.656,581.269,252.613,14.497,5.699,2.804,239.624,48.235,18.834,306.693,582.306
1997-11-01,203.767,14.924,264.591,526.463,242.156,14.404,4.57,0.742,203.767,45.9,15.167,264.834,526.705
1997-12-01,190.185,19.012,256.998,541.764,264.16,15.576,4.3,0.73,190.185,47.802,19.549,257.536,542.302
1998-01-01,218.095,19.477,278.211,591.522,293.86,15.811,3.463,0.177,218.095,40.639,19.047,277.781,591.092
1998-02-01,158.343,14.054,212.209,534.59,305.87,12.721,3.706,0.083,158.343,39.813,14.668,212.823,535.204
1998-03-01,179.494,15.307,240.963,585.341,323.122,15.674,5.52,0.063,179.494,46.162,16.458,242.115,586.493
1998-04-01,178.06,17.467,240.612,550.08,291.715,10.788,6.088,0.876,178.06,45.084,16.07,239.214,548.683
1998-05-01,186.622,14.75,250.239,606.588,338.499,9.908,6.481,1.461,186.622,48.867,13.976,249.466,605.815
1998-06-01,128.7,16.033,186.089,538.488,329.782,11.755,6.833,4.027,128.7,41.356,15.135,185.191,537.589
1998-07-01,184.548,15.64,246.326,565.994,292.237,14.565,7.284,5.582,184.548,46.139,15.376,246.062,565.73
1998-08-01,191.758,16.269,254.237,537.283,256.055,15.558,7.134,4.299,191.758,46.21,16.221,254.189,537.235
1998-09-01,186.479,17.262,248.27,487.106,212.368,15.259,6.358,4.852,186.479,44.53,16.908,247.917,486.753
1998-10-01,202.005,17.655,267.922,485.974,192.567,16.743,5.695,3.047,202.005,48.262,18.484,268.751,486.803
1998-11-01,171.31,17.794,230.488,456.083,204.15,15.035,4.563,1.847,171.31,41.384,17.35,230.044,455.639
1998-12-01,198.747,20.766,273.362,553.637,256.829,14.633,4.275,4.539,198.747,53.849,21.342,273.938,554.213
1999-01-01,210.996,19.158,272.26,596.135,301.877,15.171,3.38,3.446,210.996,42.105,18.586,271.688,595.563
1999-02-01,162.352,15.417,220.539,533.202,293.419,12.383,3.703,3.159,162.352,42.77,15.313,220.435,533.098
1999-03-01,149.912,17.696,212.177,564.559,328.047,14.471,5.296,4.568,149.912,44.57,16.867,211.349,563.73
1999-04-01,183.534,19.152,249.92,551.65,279.566,12.382,5.965,3.818,183.534,47.234,16.77,247.537,549.268
1999-05-01,222.166,17.388,289.264,610.248,296.517,15.035,6.614,2.818,222.166,49.711,16.077,287.953,608.937
1999-06-01,173.903,14.336,236.09,571.946,312.577,13.986,6.696,2.596,173.903,47.851,15.636,237.39,573.246
1999-07-01,203.953,14.275,264.292,593.676,303.567,14.153,7.001,4.664,203.953,46.064,14.23,264.247,593.631
1999-08-01,197.764,17.11,258.854,547.07,263.077,14.417,6.813,3.909,197.764,43.98,16.624,258.368,546.585
1999-09-01,181.899,17.877,244.14,482.158,213.64,14.426,6.093,3.859,181.899,44.364,16.972,243.235,481.253
1999-10-01,164.413,19.309,228.256,456.712,203.526,14.953,5.696,4.281,164.413,44.534,19.844,228.79,457.246
1999-11-01,192.219,18.101,254.125,492.902,216.417,14.216,4.522,3.622,192.219,43.805,19.651,255.675,494.452
1999-12-01,171.056,20.99,235.215,515.274,255.344,15.328,4.232,5.155,171.056,43.17,22.398,236.623,516.682
2000-01-01,160.708,19.339,222.067,505.147,258.518,14.724,3.255,6.583,160.708,42.021,19.713,222.442,505.522
2000-02-01,185.259,18.258,246.169,499.955,229.354,13.606,3.625,7.201,185.259,42.652,17.294,245.205,498.991
2000-03-01,195.714,19.502,263.209,558.0,272.397,13.848,4.976,3.571,195.714,47.994,19.973,263.681,558.472
2000-04-01,187.07,19.985,254.609,568.518,290.623,14.367,5.553,3.367,187.07,47.555,18.611,253.235,567.145
2000-05-01,184.011,19.973,254.678,558.717,279.719,13.885,6.273,4.163,184.011,50.694,20.077,254.782,558.822
2000-06-01,167.726,17.673,227.712,509.108,256.913,13.563,6.36,4.56,167.726,42.314,16.306,226.346,507.741
2000-07-01,191.305,19.912,255.348,526.256,246.155,13.983,6.894,3.876,191.305,44.131,19.246,254.682,525.59
2000-08-01,194.632,17.661,254.942,503.68,224.228,14.003,6.667,3.84,194.632,42.649,19.402,256.683,505.421
2000-09-01,180.764,18.729,240.331,443.37,181.584,11.971,6.093,3.391,180.764,40.838,18.906,240.508,443.547
2000-10-01,206.142,20.697,270.472,468.21,175.315,12.837,5.389,4.197,206.142,43.633,21.918,271.693,469.43
2000-11-01,200.803,19.9,261.335,482.862,195.459,13.383,4.288,8.396,200.803,40.632,21.464,262.899,484.426
2000-12-01,207.582,21.518,254.788,477.781,200.852,14.194,4.034,3.914,207.582,25.688,22.801,256.071,479.064
2001-01-01,175.982,21.638,228.434,444.966,194.798,14.612,3.1,4.022,175.982,30.814,23.739,230.534,447.067
2001-02-01,155.969,19.67,202.849,404.064,180.547,12.812,3.399,4.456,155.969,27.21,20.084,203.263,404.478
2001-03-01,168.14,21.192,219.649,455.774,211.591,14.206,4.83,5.498,168.14,30.317,21.55,220.006,456.131
2001-04-01,163.973,19.537,213.628,425.359,186.128,13.162,5.366,7.075,163.973,30.118,18.71,212.8,424.531
2001-05-01,161.457,20.222,211.506,435.509,198.142,12.98,6.319,6.562,161.457,29.828,19.576,210.861,434.863
2001-06-01,163.772,20.044,213.95,454.608,214.179,13.088,6.472,6.919,163.772,30.134,16.692,210.598,451.256
2001-07-01,169.421,21.023,221.842,436.058,186.812,14.087,6.756,6.561,169.421,31.398,23.398,224.217,438.433
2001-08-01,173.357,21.283,225.897,447.894,195.436,13.97,6.627,5.964,173.357,31.258,18.938,223.552,445.55
2001-09-01,163.666,21.008,214.229,396.462,157.641,13.617,5.91,5.066,163.666,29.555,20.372,213.593,395.826
2001-10-01,174.181,22.657,227.319,409.912,157.418,13.913,4.991,6.27,174.181,30.481,25.014,229.675,412.268
2001-11-01,166.005,22.961,219.773,401.766,159.262,13.805,4.065,4.861,166.005,30.807,22.206,219.018,401.011
2001-12-01,169.916,23.218,225.088,449.323,199.905,14.208,3.76,6.362,169.916,31.954,22.369,224.239,448.475
2002-01-01,169.367,25.334,228.396,476.538,221.72,15.114,3.054,8.254,169.367,33.695,23.789,226.851,474.994
2002-02-01,148.458,20.747,198.932,428.352,205.41,13.339,3.407,7.263,148.458,29.727,21.185,199.37,428.79
2002-03-01,159.644,24.003,217.568,459.457,213.723,14.682,4.816,8.668,159.644,33.921,21.037,214.601,456.49
2002-04-01,158.336,22.916,212.852,488.503,246.661,13.292,5.277,10.421,158.336,31.601,22.43,212.366,488.017
2002-05-01,168.013,24.238,225.155,527.64,271.24,14.386,5.897,10.963,168.013,32.904,23.838,224.755,527.24
2002-06-01,159.326,22.416,215.107,533.563,287.009,13.659,6.33,11.458,159.326,33.365,21.848,214.539,532.995
2002-07-01,176.434,24.015,235.713,525.237,259.113,14.857,6.495,9.059,176.434,35.264,24.563,236.261,525.785
2002-08-01,163.556,25.418,224.4,469.651,214.487,14.5,6.329,9.936,163.556,35.426,24.98,223.963,469.214
2002-09-01,171.211,26.251,230.855,431.886,173.824,14.109,5.612,7.486,171.211,33.394,25.367,229.971,431.002
2002-10-01,180.316,29.849,243.767,445.445,174.684,14.581,4.942,7.471,180.316,33.603,29.756,243.674,445.352
2002-11-01,166.492,30.001,230.328,455.848,200.714,14.051,4.082,6.673,166.492,33.835,32.207,232.533,458.053
2002-12-01,174.133,32.931,242.334,488.691,220.434,14.594,3.647,7.683,174.133,35.27,32.335,241.737,488.095
2003-01-01,169.564,33.05,237.044,470.084,208.576,15.061,3.001,6.402,169.564,34.431,30.723,234.717,467.757
2003-02-01,153.718,28.469,212.693,437.329,200.271,13.547,3.271,7.547,153.718,30.507,31.894,216.118,440.754
2003-03-01,166.337,32.649,233.288,508.199,245.048,14.607,4.764,10.491,166.337,34.303,30.555,231.195,506.105
2003-04-01,162.813,32.368,228.516,509.631,250.685,14.062,5.304,11.064,162.813,33.334,32.588,228.736,509.85
2003-05-01,163.891,32.625,229.756,557.601,297.627,14.16,5.869,10.19,163.891,33.24,32.694,229.825,557.671
2003-06-01,162.635,32.703,228.254,549.071,289.436,14.633,6.146,10.602,162.635,32.915,31.844,227.395,548.212
2003-07-01,174.308,33.241,242.533,524.603,251.536,14.76,6.12,9.653,174.308,34.984,32.473,241.766,523.835
2003-08-01,171.772,33.6,239.928,501.509,232.592,14.674,6.058,8.256,171.772,34.556,34.451,240.779,502.36
2003-09-01,164.17,34.169,230.968,447.102,187.115,14.437,5.519,9.062,164.17,32.628,32.475,229.274,445.407
2003-10-01,169.075,35.036,236.938,451.913,186.588,14.431,4.873,9.084,169.075,32.827,35.228,237.129,452.105
2003-11-01,166.306,34.893,233.698,460.803,199.617,13.908,3.845,9.735,166.306,32.498,37.877,236.682,463.787
2003-12-01,177.447,38.591,251.16,524.518,243.449,15.164,3.558,11.187,177.447,35.123,40.285,252.855,526.212
2004-01-01,183.985,39.269,255.574,514.248,230.201,15.493,2.97,10.01,183.985,32.32,40.19,256.495,515.168
2004-02-01,168.663,36.894,236.689,474.088,209.471,14.522,3.174,10.232,168.663,31.132,38.748,238.543,475.941
2004-03-01,175.736,39.846,248.532,510.681,229.509,14.954,4.753,12.933,175.736,32.949,39.945,248.63,510.78
2004-04-01,175.957,39.105,247.253,488.736,209.214,14.075,5.224,12.969,175.957,32.191,40.264,248.412,489.895
2004-05-01,169.777,41.089,244.383,522.585,240.581,14.619,5.957,17.044,169.777,33.517,41.67,244.964,523.165
2004-06-01,171.743,39.836,244.075,531.771,252.927,14.709,6.065,13.994,171.743,32.495,42.516,246.754,534.45
2004-07-01,183.591,40.447,257.042,523.845,233.556,15.32,6.265,11.662,183.591,33.003,40.597,257.191,523.994
2004-08-01,179.526,41.803,254.446,502.467,216.265,15.116,6.116,10.524,179.526,33.116,41.745,254.388,502.409
2004-09-01,171.017,40.538,243.019,479.379,205.581,14.345,5.52,10.914,171.017,31.463,41.372,243.852,480.212
2004-10-01,179.681,41.982,253.52,472.876,188.93,15.308,4.813,10.305,179.681,31.857,43.223,254.761,474.117
2004-11-01,173.661,41.609,247.286,484.736,209.705,14.582,3.826,9.337,173.661,32.016,42.508,248.184,485.635
2004-12-01,187.914,43.302,264.199,557.132,262.527,15.104,3.564,11.739,187.914,32.983,45,265.897,558.831
2005-01-01,185.551,45.102,264.707,537.024,242.697,15.391,2.914,11.315,185.551,34.054,46.014,265.619,537.936
2005-02-01,175.761,41.376,247.271,489.382,216.046,13.222,3.179,9.664,175.761,30.134,41.146,247.041,489.152
2005-03-01,180.584,45.51,260.043,524.478,229.338,14.912,4.581,15.605,180.584,33.949,44.966,259.499,523.935
2005-04-01,171.578,43.143,246.929,514.322,230.561,14.648,5.212,16.973,171.578,32.208,42.537,246.323,513.716
2005-05-01,176.617,44.487,255.79,567.445,272.758,15.513,5.922,17.463,176.617,34.686,45.383,256.686,568.341
2005-06-01,173.219,45.082,252.466,559.535,267.803,15.257,6.041,17.967,173.219,34.165,47.73,255.114,562.183
2005-07-01,182.702,48.33,266.332,561.815,259.542,15.596,6.136,14.208,182.702,35.3,49.025,267.028,562.511
2005-08-01,182.796,48.584,266.097,514.634,215.635,15.407,6.115,11.379,182.796,34.718,51.217,268.73,517.267
2005-09-01,174.501,47.316,255.348,464.15,173.619,15.003,5.497,14.682,174.501,33.531,47.804,255.836,464.637
2005-10-01,178.567,50.269,261.121,475.798,180.046,15.341,4.829,14.46,178.567,32.286,51.536,262.388,477.065
2005-11-01,173.209,49.787,256.532,484.887,193.507,14.973,3.78,16.095,173.209,33.536,51.832,258.577,486.932
2005-12-01,181.612,52.284,268.55,527.149,221.389,15.438,3.495,18.276,181.612,34.653,54.823,271.089,529.688
2006-01-01,187.674,54.188,276.647,590.869,272.144,15.313,3.132,23.633,187.674,34.785,52.761,275.22,589.443
2006-02-01,164.912,51.185,247.274,529.214,245.611,13.834,3.431,19.064,164.912,31.177,48.955,245.044,526.984
2006-03-01,175.5,56.829,265.069,553.135,244.251,15.628,4.792,23.395,175.5,32.74,55.374,263.614,551.681
2006-04-01,166.537,52.99,250.384,577.794,283.244,14.216,5.433,24.517,166.537,30.858,54.87,252.265,579.675
2006-05-01,171.132,56.266,261.125,611.315,305.688,13.984,6.129,24.388,171.132,33.727,62.992,267.851,618.04
2006-06-01,170.346,59.32,261.96,598.553,295.163,14.911,6.168,20.351,170.346,32.295,69,271.64,608.233
2006-07-01,180.235,60.456,274.809,568.524,252.333,15.628,6.361,19.392,180.235,34.118,65.85,280.203,573.917
2006-08-01,179.396,63.872,277.063,531.419,215.524,15.902,6.513,16.418,179.396,33.794,69.551,282.741,537.097
2006-09-01,173.115,62.519,267.952,478.049,170.621,15.112,5.725,18.639,173.115,32.318,68.463,273.896,483.993
2006-10-01,177.454,64.739,275.12,489.33,169.17,15.766,5.05,24.223,177.454,32.927,72.077,282.458,496.668
2006-11-01,172.741,64.175,270.475,515.778,201.075,14.993,4.035,25.199,172.741,33.56,70.949,277.249,522.551
2006-12-01,180.279,69.095,283.636,541.985,214.21,15.913,3.709,24.517,180.279,34.262,75.418,289.959,548.308
